eps err
18.09984 0.1646641
12.729657 0.14083101
9.1347223 0.091694825
6.4187989 0.050116942
4.5968413 0.026363144
3.2240419 0.012884815
2.3058087 0.0064753911
1.6155673 0.003113498
1.1546775 0.0015626137
